gwgroupid,countries_gwid,year,groupname,countryname,statusname,status_pwrrank,upgraded10,incidence_flag,incidence_terr_flag,incidence_gov_flag,geo_concentrated
60001000,600,1987,Berbers,Morocco,POWERLESS,2,0,0,0,0,1
61502000,615,1987,Berbers,Algeria,POWERLESS,2,0,0,0,0,1
62501000,625,1987,Azande,Sudan,POWERLESS,2,0,0,0,0,1
62502000,625,1987,Bari,Sudan,POWERLESS,2,0,0,0,0,1
62503000,625,1987,Beja,Sudan,POWERLESS,2,0,1,0,1,1
62504000,625,1987,Dinka,Sudan,POWERLESS,2,0,1,0,1,1
62505000,625,1987,Fur,Sudan,POWERLESS,2,0,0,0,0,1
62506000,625,1987,Latoka,Sudan,POWERLESS,2,0,0,0,0,1
62507000,625,1987,Nuba,Sudan,POWERLESS,2,0,1,0,1,1
62508000,625,1987,Nuer,Sudan,POWERLESS,2,0,1,0,1,1
62509000,625,1987,Other Arab Groups,Sudan,POWERLESS,2,0,0,0,0,1
62510000,625,1987,Other Northern Groups,Sudan,POWERLESS,2,0,0,0,0,1
62511000,625,1987,Other Southern groups,Sudan,POWERLESS,2,0,1,0,1,1
62513000,625,1987,Shilluk,Sudan,POWERLESS,2,0,1,0,1,1
65102000,651,1987,Coptic Christians,Egypt,POWERLESS,2,0,0,0,0,1
42004000,420,1988,Diola,Gambia,POWERLESS,2,0,0,0,0,1
43202000,432,1988,Tuareg,Mali,POWERLESS,2,0,0,0,0,1
43203000,432,1988,Arabs/Moors,Mali,POWERLESS,2,0,0,0,0,1
43503000,435,1988,Black Africans,Mauritania,POWERLESS,2,0,0,0,0,1
43602000,436,1988,Hausa,Niger,POWERLESS,2,0,0,0,0,1
43603000,436,1988,Kanouri,Niger,POWERLESS,2,0,0,0,0,1
43605000,436,1988,Toubou,Niger,POWERLESS,2,0,0,0,0,1
43606000,436,1988,Tuareg,Niger,POWERLESS,2,0,0,0,0,1
43702000,437,1988,Kru,Cote D'Ivoire,POWERLESS,2,0,0,0,0,1
43801000,438,1988,Malinke,Guinea,POWERLESS,2,0,0,0,0,1
43802000,438,1988,Peul,Guinea,POWERLESS,2,0,0,0,0,1
45102000,451,1988,Kono,Sierra Leone,POWERLESS,2,0,0,0,0,1
45104000,451,1988,Mende,Sierra Leone,POWERLESS,2,0,0,0,0,1
46101000,461,1988,Ewe (and related groups),Togo,POWERLESS,2,0,0,0,0,1
47502000,475,1988,Igbo,Nigeria,POWERLESS,2,0,0,0,0,1
47503000,475,1988,Ijaw,Nigeria,POWERLESS,2,0,0,0,0,1
47504000,475,1988,Ogoni,Nigeria,POWERLESS,2,0,0,0,0,1
47505000,475,1988,Tiv,Nigeria,POWERLESS,2,0,0,0,0,1
47506000,475,1988,Yoruba,Nigeria,POWERLESS,2,0,0,0,0,1
48205000,482,1988,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",Central African Republic,POWERLESS,2,0,0,0,0,1
48405000,484,1988,Lari/Bakongo,Congo,POWERLESS,2,0,0,0,0,1
48410000,484,1988,Vili,Congo,POWERLESS,2,1,0,0,0,1
49003000,490,1988,Bakongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49004000,490,1988,Mongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49005000,490,1988,Luba Kasai,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49007000,490,1988,Luba Shaba,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49009000,490,1988,Lulua,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49010000,490,1988,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49012000,490,1988,Tetela-Kusu,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49013000,490,1988,Tutsi-Banyamulenge,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
51002000,510,1988,Shirazi (Zanzibar Africans),Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
51003000,510,1988,Zanzibar Arabs,Tanzania (Tanganyika),POWERLESS,2,1,0,0,0,1
52202000,522,1988,Afar,Djibouti,POWERLESS,2,0,0,0,0,1
54001000,540,1988,Bakongo,Angola,POWERLESS,2,0,0,0,0,1
54002000,540,1988,Cabindan Mayombe,Angola,POWERLESS,2,0,0,0,0,1
54103000,541,1988,Shona-Ndau,Mozambique,POWERLESS,2,0,0,0,0,1
55301000,553,1988,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",Malawi,POWERLESS,2,0,0,0,0,1
55303000,553,1988,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,POWERLESS,2,0,0,0,0,1
56004000,560,1988,English Speakers,South Africa,POWERLESS,2,0,0,0,0,1
57103000,571,1988,Kgalagadi,Botswana,POWERLESS,2,0,0,0,0,1
57104000,571,1988,Herero/Mbanderu,Botswana,POWERLESS,2,0,0,0,0,1
57106000,571,1988,Yeyi,Botswana,POWERLESS,2,0,0,0,0,1
57107000,571,1988,Mbukushu,Botswana,POWERLESS,2,0,0,0,0,1
57108000,571,1988,Birwa,Botswana,POWERLESS,2,0,0,0,0,1
57109000,571,1988,Tswapong,Botswana,POWERLESS,2,0,0,0,0,1
57111000,571,1988,San,Botswana,POWERLESS,2,0,0,0,0,0
59001200,590,1988,Marathis,Mauritius,POWERLESS,2,0,0,0,0,0
59001300,590,1988,Tamils and Telugus,Mauritius,POWERLESS,2,0,0,0,0,0
59004000,590,1988,Franco-Mauritians,Mauritius,POWERLESS,2,0,0,0,0,0
60001000,600,1988,Berbers,Morocco,POWERLESS,2,0,0,0,0,1
61502000,615,1988,Berbers,Algeria,POWERLESS,2,0,0,0,0,1
62501000,625,1988,Azande,Sudan,POWERLESS,2,0,0,0,0,1
62502000,625,1988,Bari,Sudan,POWERLESS,2,0,0,0,0,1
62503000,625,1988,Beja,Sudan,POWERLESS,2,0,1,0,1,1
62504000,625,1988,Dinka,Sudan,POWERLESS,2,0,1,0,1,1
62505000,625,1988,Fur,Sudan,POWERLESS,2,0,0,0,0,1
62506000,625,1988,Latoka,Sudan,POWERLESS,2,0,0,0,0,1
62507000,625,1988,Nuba,Sudan,POWERLESS,2,0,1,0,1,1
62508000,625,1988,Nuer,Sudan,POWERLESS,2,0,1,0,1,1
62509000,625,1988,Other Arab Groups,Sudan,POWERLESS,2,0,0,0,0,1
62510000,625,1988,Other Northern Groups,Sudan,POWERLESS,2,0,0,0,0,1
62511000,625,1988,Other Southern groups,Sudan,POWERLESS,2,0,1,0,1,1
62513000,625,1988,Shilluk,Sudan,POWERLESS,2,0,1,0,1,1
65102000,651,1988,Coptic Christians,Egypt,POWERLESS,2,0,0,0,0,1
42004000,420,1989,Diola,Gambia,POWERLESS,2,0,0,0,0,1
43202000,432,1989,Tuareg,Mali,POWERLESS,2,0,0,0,0,1
43203000,432,1989,Arabs/Moors,Mali,POWERLESS,2,0,0,0,0,1
43503000,435,1989,Black Africans,Mauritania,POWERLESS,2,0,0,0,0,1
43602000,436,1989,Hausa,Niger,POWERLESS,2,0,0,0,0,1
43603000,436,1989,Kanouri,Niger,POWERLESS,2,0,0,0,0,1
43605000,436,1989,Toubou,Niger,POWERLESS,2,0,0,0,0,1
43606000,436,1989,Tuareg,Niger,POWERLESS,2,0,0,0,0,1
43702000,437,1989,Kru,Cote D'Ivoire,POWERLESS,2,0,0,0,0,1
43801000,438,1989,Malinke,Guinea,POWERLESS,2,0,0,0,0,1
43802000,438,1989,Peul,Guinea,POWERLESS,2,0,0,0,0,1
45102000,451,1989,Kono,Sierra Leone,POWERLESS,2,0,0,0,0,1
45104000,451,1989,Mende,Sierra Leone,POWERLESS,2,0,0,0,0,1
46101000,461,1989,Ewe (and related groups),Togo,POWERLESS,2,0,0,0,0,1
47502000,475,1989,Igbo,Nigeria,POWERLESS,2,0,0,0,0,1
47503000,475,1989,Ijaw,Nigeria,POWERLESS,2,0,0,0,0,1
47504000,475,1989,Ogoni,Nigeria,POWERLESS,2,0,0,0,0,1
47505000,475,1989,Tiv,Nigeria,POWERLESS,2,0,0,0,0,1
47506000,475,1989,Yoruba,Nigeria,POWERLESS,2,0,0,0,0,1
48205000,482,1989,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",Central African Republic,POWERLESS,2,0,0,0,0,1
48405000,484,1989,Lari/Bakongo,Congo,POWERLESS,2,0,0,0,0,1
48410000,484,1989,Vili,Congo,POWERLESS,2,1,0,0,0,1
49003000,490,1989,Bakongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49004000,490,1989,Mongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49005000,490,1989,Luba Kasai,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49007000,490,1989,Luba Shaba,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49009000,490,1989,Lulua,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49010000,490,1989,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49012000,490,1989,Tetela-Kusu,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49013000,490,1989,Tutsi-Banyamulenge,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
51002000,510,1989,Shirazi (Zanzibar Africans),Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
51003000,510,1989,Zanzibar Arabs,Tanzania (Tanganyika),POWERLESS,2,1,0,0,0,1
52202000,522,1989,Afar,Djibouti,POWERLESS,2,0,0,0,0,1
54001000,540,1989,Bakongo,Angola,POWERLESS,2,0,0,0,0,1
54002000,540,1989,Cabindan Mayombe,Angola,POWERLESS,2,0,0,0,0,1
54103000,541,1989,Shona-Ndau,Mozambique,POWERLESS,2,0,0,0,0,1
55301000,553,1989,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",Malawi,POWERLESS,2,0,0,0,0,1
55303000,553,1989,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,POWERLESS,2,0,0,0,0,1
56004000,560,1989,English Speakers,South Africa,POWERLESS,2,0,0,0,0,1
57103000,571,1989,Kgalagadi,Botswana,POWERLESS,2,0,0,0,0,1
57104000,571,1989,Herero/Mbanderu,Botswana,POWERLESS,2,0,0,0,0,1
57106000,571,1989,Yeyi,Botswana,POWERLESS,2,0,0,0,0,1
57107000,571,1989,Mbukushu,Botswana,POWERLESS,2,0,0,0,0,1
57108000,571,1989,Birwa,Botswana,POWERLESS,2,0,0,0,0,1
57109000,571,1989,Tswapong,Botswana,POWERLESS,2,0,0,0,0,1
57111000,571,1989,San,Botswana,POWERLESS,2,0,0,0,0,0
59001200,590,1989,Marathis,Mauritius,POWERLESS,2,0,0,0,0,0
59001300,590,1989,Tamils and Telugus,Mauritius,POWERLESS,2,0,0,0,0,0
59004000,590,1989,Franco-Mauritians,Mauritius,POWERLESS,2,0,0,0,0,0
60001000,600,1989,Berbers,Morocco,POWERLESS,2,0,0,0,0,1
61502000,615,1989,Berbers,Algeria,POWERLESS,2,0,0,0,0,1
62501000,625,1989,Azande,Sudan,POWERLESS,2,0,0,0,0,1
62502000,625,1989,Bari,Sudan,POWERLESS,2,0,0,0,0,1
62503000,625,1989,Beja,Sudan,POWERLESS,2,0,1,0,1,1
62504000,625,1989,Dinka,Sudan,POWERLESS,2,0,1,0,1,1
62505000,625,1989,Fur,Sudan,POWERLESS,2,0,0,0,0,1
62506000,625,1989,Latoka,Sudan,POWERLESS,2,0,0,0,0,1
62507000,625,1989,Nuba,Sudan,POWERLESS,2,0,1,0,1,1
62508000,625,1989,Nuer,Sudan,POWERLESS,2,0,1,0,1,1
62509000,625,1989,Other Arab Groups,Sudan,POWERLESS,2,0,0,0,0,1
62510000,625,1989,Other Northern Groups,Sudan,POWERLESS,2,0,0,0,0,1
62511000,625,1989,Other Southern groups,Sudan,POWERLESS,2,0,1,0,1,1
62513000,625,1989,Shilluk,Sudan,POWERLESS,2,0,1,0,1,1
65102000,651,1989,Coptic Christians,Egypt,POWERLESS,2,0,0,0,0,1
42004000,420,1990,Diola,Gambia,POWERLESS,2,0,0,0,0,1
43202000,432,1990,Tuareg,Mali,POWERLESS,2,0,1,1,0,1
43203000,432,1990,Arabs/Moors,Mali,POWERLESS,2,0,0,0,0,1
43503000,435,1990,Black Africans,Mauritania,POWERLESS,2,0,0,0,0,1
43602000,436,1990,Hausa,Niger,POWERLESS,2,0,0,0,0,1
43603000,436,1990,Kanouri,Niger,POWERLESS,2,0,0,0,0,1
43605000,436,1990,Toubou,Niger,POWERLESS,2,0,0,0,0,1
43606000,436,1990,Tuareg,Niger,POWERLESS,2,0,0,0,0,1
43702000,437,1990,Kru,Cote D'Ivoire,POWERLESS,2,0,0,0,0,1
43801000,438,1990,Malinke,Guinea,POWERLESS,2,0,0,0,0,1
43802000,438,1990,Peul,Guinea,POWERLESS,2,0,0,0,0,1
45102000,451,1990,Kono,Sierra Leone,POWERLESS,2,0,0,0,0,1
45104000,451,1990,Mende,Sierra Leone,POWERLESS,2,0,0,0,0,1
46101000,461,1990,Ewe (and related groups),Togo,POWERLESS,2,0,0,0,0,1
47502000,475,1990,Igbo,Nigeria,POWERLESS,2,0,0,0,0,1
47503000,475,1990,Ijaw,Nigeria,POWERLESS,2,0,0,0,0,1
47504000,475,1990,Ogoni,Nigeria,POWERLESS,2,0,0,0,0,1
47505000,475,1990,Tiv,Nigeria,POWERLESS,2,0,0,0,0,1
47506000,475,1990,Yoruba,Nigeria,POWERLESS,2,0,0,0,0,1
48205000,482,1990,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",Central African Republic,POWERLESS,2,0,0,0,0,1
48405000,484,1990,Lari/Bakongo,Congo,POWERLESS,2,0,0,0,0,1
48410000,484,1990,Vili,Congo,POWERLESS,2,0,0,0,0,1
49003000,490,1990,Bakongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49004000,490,1990,Mongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49005000,490,1990,Luba Kasai,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49007000,490,1990,Luba Shaba,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49009000,490,1990,Lulua,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49010000,490,1990,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49012000,490,1990,Tetela-Kusu,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49013000,490,1990,Tutsi-Banyamulenge,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
51002000,510,1990,Shirazi (Zanzibar Africans),Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
51003000,510,1990,Zanzibar Arabs,Tanzania (Tanganyika),POWERLESS,2,1,0,0,0,1
52202000,522,1990,Afar,Djibouti,POWERLESS,2,0,0,0,0,1
54001000,540,1990,Bakongo,Angola,POWERLESS,2,0,0,0,0,1
54002000,540,1990,Cabindan Mayombe,Angola,POWERLESS,2,0,0,0,0,1
54103000,541,1990,Shona-Ndau,Mozambique,POWERLESS,2,0,0,0,0,1
55301000,553,1990,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",Malawi,POWERLESS,2,0,0,0,0,1
55303000,553,1990,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,POWERLESS,2,0,0,0,0,1
56002000,560,1990,Asians,South Africa,POWERLESS,2,1,0,0,0,0
56003000,560,1990,Coloreds,South Africa,POWERLESS,2,1,0,0,0,1
56004000,560,1990,English Speakers,South Africa,POWERLESS,2,0,0,0,0,1
56005000,560,1990,Blacks,South Africa,POWERLESS,2,1,0,0,0,1
56501000,565,1990,Baster,Namibia,POWERLESS,2,0,0,0,0,1
56507000,565,1990,Mafwe,Namibia,POWERLESS,2,0,0,0,0,1
56510000,565,1990,San,Namibia,POWERLESS,2,0,0,0,0,1
56512000,565,1990,Himba,Namibia,POWERLESS,2,0,0,0,0,1
57103000,571,1990,Kgalagadi,Botswana,POWERLESS,2,0,0,0,0,1
57104000,571,1990,Herero/Mbanderu,Botswana,POWERLESS,2,0,0,0,0,1
57106000,571,1990,Yeyi,Botswana,POWERLESS,2,0,0,0,0,1
57107000,571,1990,Mbukushu,Botswana,POWERLESS,2,0,0,0,0,1
57108000,571,1990,Birwa,Botswana,POWERLESS,2,0,0,0,0,1
57109000,571,1990,Tswapong,Botswana,POWERLESS,2,0,0,0,0,1
57111000,571,1990,San,Botswana,POWERLESS,2,0,0,0,0,0
59001200,590,1990,Marathis,Mauritius,POWERLESS,2,0,0,0,0,0
59001300,590,1990,Tamils and Telugus,Mauritius,POWERLESS,2,0,0,0,0,0
59004000,590,1990,Franco-Mauritians,Mauritius,POWERLESS,2,0,0,0,0,0
60001000,600,1990,Berbers,Morocco,POWERLESS,2,0,0,0,0,1
61502000,615,1990,Berbers,Algeria,POWERLESS,2,0,0,0,0,1
62501000,625,1990,Azande,Sudan,POWERLESS,2,0,0,0,0,1
62502000,625,1990,Bari,Sudan,POWERLESS,2,0,0,0,0,1
62503000,625,1990,Beja,Sudan,POWERLESS,2,0,1,0,1,1
62504000,625,1990,Dinka,Sudan,POWERLESS,2,0,1,0,1,1
62505000,625,1990,Fur,Sudan,POWERLESS,2,0,0,0,0,1
62506000,625,1990,Latoka,Sudan,POWERLESS,2,0,0,0,0,1
62507000,625,1990,Nuba,Sudan,POWERLESS,2,0,1,0,1,1
62508000,625,1990,Nuer,Sudan,POWERLESS,2,0,1,0,1,1
62509000,625,1990,Other Arab Groups,Sudan,POWERLESS,2,0,0,0,0,1
62510000,625,1990,Other Northern Groups,Sudan,POWERLESS,2,0,0,0,0,1
62511000,625,1990,Other Southern groups,Sudan,POWERLESS,2,0,1,0,1,1
62513000,625,1990,Shilluk,Sudan,POWERLESS,2,0,1,0,1,1
65102000,651,1990,Coptic Christians,Egypt,POWERLESS,2,0,0,0,0,1
42004000,420,1991,Diola,Gambia,POWERLESS,2,0,0,0,0,1
43202000,432,1991,Tuareg,Mali,POWERLESS,2,0,1,1,0,1
43203000,432,1991,Arabs/Moors,Mali,POWERLESS,2,0,0,0,0,1
43503000,435,1991,Black Africans,Mauritania,POWERLESS,2,0,0,0,0,1
43602000,436,1991,Hausa,Niger,POWERLESS,2,0,0,0,0,1
43603000,436,1991,Kanouri,Niger,POWERLESS,2,0,0,0,0,1
43605000,436,1991,Toubou,Niger,POWERLESS,2,0,0,0,0,1
43702000,437,1991,Kru,Cote D'Ivoire,POWERLESS,2,0,0,0,0,1
43801000,438,1991,Malinke,Guinea,POWERLESS,2,0,0,0,0,1
43802000,438,1991,Peul,Guinea,POWERLESS,2,0,0,0,0,1
45102000,451,1991,Kono,Sierra Leone,POWERLESS,2,0,0,0,0,1
45104000,451,1991,Mende,Sierra Leone,POWERLESS,2,0,0,0,0,1
47502000,475,1991,Igbo,Nigeria,POWERLESS,2,0,0,0,0,1
47503000,475,1991,Ijaw,Nigeria,POWERLESS,2,0,0,0,0,1
47504000,475,1991,Ogoni,Nigeria,POWERLESS,2,0,0,0,0,1
47505000,475,1991,Tiv,Nigeria,POWERLESS,2,0,0,0,0,1
47506000,475,1991,Yoruba,Nigeria,POWERLESS,2,0,0,0,0,1
48205000,482,1991,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",Central African Republic,POWERLESS,2,0,0,0,0,1
48301000,483,1991,Arabs,Chad,POWERLESS,2,1,0,0,0,1
49003000,490,1991,Bakongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49004000,490,1991,Mongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49005000,490,1991,Luba Kasai,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49007000,490,1991,Luba Shaba,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49009000,490,1991,Lulua,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49010000,490,1991,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49012000,490,1991,Tetela-Kusu,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
51002000,510,1991,Shirazi (Zanzibar Africans),Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
51003000,510,1991,Zanzibar Arabs,Tanzania (Tanganyika),POWERLESS,2,1,0,0,0,1
52202000,522,1991,Afar,Djibouti,POWERLESS,2,0,1,0,1,1
54001000,540,1991,Bakongo,Angola,POWERLESS,2,0,1,1,0,1
54002000,540,1991,Cabindan Mayombe,Angola,POWERLESS,2,0,1,1,0,1
54103000,541,1991,Shona-Ndau,Mozambique,POWERLESS,2,0,0,0,0,1
55301000,553,1991,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",Malawi,POWERLESS,2,0,0,0,0,1
55303000,553,1991,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,POWERLESS,2,0,0,0,0,1
56002000,560,1991,Asians,South Africa,POWERLESS,2,1,0,0,0,0
56003000,560,1991,Coloreds,South Africa,POWERLESS,2,1,0,0,0,1
56004000,560,1991,English Speakers,South Africa,POWERLESS,2,0,0,0,0,1
56005000,560,1991,Blacks,South Africa,POWERLESS,2,1,0,0,0,1
56501000,565,1991,Baster,Namibia,POWERLESS,2,0,0,0,0,1
56507000,565,1991,Mafwe,Namibia,POWERLESS,2,0,0,0,0,1
56510000,565,1991,San,Namibia,POWERLESS,2,0,0,0,0,1
56512000,565,1991,Himba,Namibia,POWERLESS,2,0,0,0,0,1
57103000,571,1991,Kgalagadi,Botswana,POWERLESS,2,0,0,0,0,1
57104000,571,1991,Herero/Mbanderu,Botswana,POWERLESS,2,0,0,0,0,1
57106000,571,1991,Yeyi,Botswana,POWERLESS,2,0,0,0,0,1
57107000,571,1991,Mbukushu,Botswana,POWERLESS,2,0,0,0,0,1
57108000,571,1991,Birwa,Botswana,POWERLESS,2,0,0,0,0,1
57109000,571,1991,Tswapong,Botswana,POWERLESS,2,0,0,0,0,1
57111000,571,1991,San,Botswana,POWERLESS,2,0,0,0,0,0
59001200,590,1991,Marathis,Mauritius,POWERLESS,2,0,0,0,0,0
59001300,590,1991,Tamils and Telugus,Mauritius,POWERLESS,2,0,0,0,0,0
59004000,590,1991,Franco-Mauritians,Mauritius,POWERLESS,2,0,0,0,0,0
60001000,600,1991,Berbers,Morocco,POWERLESS,2,0,0,0,0,1
61502000,615,1991,Berbers,Algeria,POWERLESS,2,0,0,0,0,1
62501000,625,1991,Azande,Sudan,POWERLESS,2,0,0,0,0,1
62502000,625,1991,Bari,Sudan,POWERLESS,2,0,0,0,0,1
62503000,625,1991,Beja,Sudan,POWERLESS,2,0,1,0,1,1
62504000,625,1991,Dinka,Sudan,POWERLESS,2,0,1,0,1,1
62505000,625,1991,Fur,Sudan,POWERLESS,2,0,0,0,0,1
62506000,625,1991,Latoka,Sudan,POWERLESS,2,0,0,0,0,1
62507000,625,1991,Nuba,Sudan,POWERLESS,2,0,1,0,1,1
62508000,625,1991,Nuer,Sudan,POWERLESS,2,0,1,0,1,1
62509000,625,1991,Other Arab Groups,Sudan,POWERLESS,2,0,0,0,0,1
62510000,625,1991,Other Northern Groups,Sudan,POWERLESS,2,0,0,0,0,1
62511000,625,1991,Other Southern groups,Sudan,POWERLESS,2,0,1,0,1,1
62513000,625,1991,Shilluk,Sudan,POWERLESS,2,0,1,0,1,1
65102000,651,1991,Coptic Christians,Egypt,POWERLESS,2,0,0,0,0,1
42004000,420,1992,Diola,Gambia,POWERLESS,2,0,0,0,0,1
43503000,435,1992,Black Africans,Mauritania,POWERLESS,2,0,0,0,0,1
43605000,436,1992,Toubou,Niger,POWERLESS,2,0,0,0,0,1
43702000,437,1992,Kru,Cote D'Ivoire,POWERLESS,2,0,0,0,0,1
43801000,438,1992,Malinke,Guinea,POWERLESS,2,0,0,0,0,1
43802000,438,1992,Peul,Guinea,POWERLESS,2,0,0,0,0,1
45102000,451,1992,Kono,Sierra Leone,POWERLESS,2,0,0,0,0,1
45104000,451,1992,Mende,Sierra Leone,POWERLESS,2,0,0,0,0,1
46101000,461,1992,Ewe (and related groups),Togo,POWERLESS,2,1,0,0,0,1
47502000,475,1992,Igbo,Nigeria,POWERLESS,2,0,0,0,0,1
47505000,475,1992,Tiv,Nigeria,POWERLESS,2,0,0,0,0,1
47506000,475,1992,Yoruba,Nigeria,POWERLESS,2,0,0,0,0,1
48205000,482,1992,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",Central African Republic,POWERLESS,2,0,0,0,0,1
48301000,483,1992,Arabs,Chad,POWERLESS,2,1,0,0,0,1
48405000,484,1992,Lari/Bakongo,Congo,POWERLESS,2,1,0,0,0,1
48406070,484,1992,Mbochi (proper),Congo,POWERLESS,2,0,0,0,0,1
49003000,490,1992,Bakongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49004000,490,1992,Mongo,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49005000,490,1992,Luba Kasai,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49007000,490,1992,Luba Shaba,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49009000,490,1992,Lulua,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49010000,490,1992,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
49012000,490,1992,Tetela-Kusu,"Congo, Democratic Republic of (Zaire)",POWERLESS,2,0,0,0,0,1
51002000,510,1992,Shirazi (Zanzibar Africans),Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
51003000,510,1992,Zanzibar Arabs,Tanzania (Tanganyika),POWERLESS,2,1,0,0,0,1
51004000,510,1992,Maasai,Tanzania (Tanganyika),POWERLESS,2,0,0,0,0,1
52202000,522,1992,Afar,Djibouti,POWERLESS,2,0,1,0,1,1
54001000,540,1992,Bakongo,Angola,POWERLESS,2,0,0,0,0,1
54002000,540,1992,Cabindan Mayombe,Angola,POWERLESS,2,0,1,1,0,1
54103000,541,1992,Shona-Ndau,Mozambique,POWERLESS,2,0,0,0,0,1
55301000,553,1992,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",Malawi,POWERLESS,2,0,0,0,0,1
55303000,553,1992,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,POWERLESS,2,0,0,0,0,1
56002000,560,1992,Asians,South Africa,POWERLESS,2,1,0,0,0,0
56003000,560,1992,Coloreds,South Africa,POWERLESS,2,1,0,0,0,1
56004000,560,1992,English Speakers,South Africa,POWERLESS,2,0,0,0,0,1
56005000,560,1992,Blacks,South Africa,POWERLESS,2,1,0,0,0,1
56501000,565,1992,Baster,Namibia,POWERLESS,2,0,0,0,0,1
56507000,565,1992,Mafwe,Namibia,POWERLESS,2,0,0,0,0,1
56510000,565,1992,San,Namibia,POWERLESS,2,0,0,0,0,1
56512000,565,1992,Himba,Namibia,POWERLESS,2,0,0,0,0,1
57103000,571,1992,Kgalagadi,Botswana,POWERLESS,2,0,0,0,0,1
57104000,571,1992,Herero/Mbanderu,Botswana,POWERLESS,2,0,0,0,0,1
57106000,571,1992,Yeyi,Botswana,POWERLESS,2,0,0,0,0,1
57107000,571,1992,Mbukushu,Botswana,POWERLESS,2,0,0,0,0,1
57108000,571,1992,Birwa,Botswana,POWERLESS,2,0,0,0,0,1
